"109年01月01日 至 109年12月31日 除權除息計算結果表"
"資料日期","股票代號","股票名稱","除權息前收盤價","除權息參考價","權值+息值","權/息","漲停價格","跌停價格","開盤競價基準","減除股利參考價","詳細資料","最近一次申報資料 季別/日期","最近一次申報每股 (單位)淨值","最近一次申報每股 (單位)盈餘",
"109年09月24日","2542","興富發","46.15","41.04","5.104546","權息","45.10","36.95","41.05","41.04","除權息資料","110年第1季","25.72","2.26",
"109年09月24日","4967","十銓","35.90","34.97","0.928295","息","38.45","31.50","34.95","34.97","除權息資料","110年第1季","23.64","2.16",
"109年09月24日","8105","凌巨","10.35","10.25","0.100000","息","11.25","9.23","10.25","10.25","除權息資料","110年第1季","15.61","-0.37",
"109年09月25日","1528","恩德","8.08","7.97","0.104181","息","8.76","7.18","7.97","7.97","除權息資料","110年第1季","10.78","0.05",
"109年09月25日","2897","王道銀行","6.63","6.60","0.029598","權","7.29","5.94","6.63","6.63","除權息資料","110年第1季","11.92","0.17",
"109年09月25日","2897A","王道銀甲特","10.15","10.12","0.023641","權","11.15","9.11","10.15","10.15","除權息資料","110年第1季","11.92","0.17",
"109年09月29日","4552","力達-KY","38.15","36.45","1.700000","息","40.05","32.85","36.45","36.45","除權息資料","110年第1季","45.00","0.44",
"109年10月06日","4764","雙鍵","61.00","59.77","1.221765","息","65.70","53.80","59.80","59.77","除權息資料","110年第1季","29.13","0.32",
"109年10月14日","4551","智伸科","173.50","171.63","1.868757","息","188.50","154.50","171.50","171.63","除權息資料","110年第1季","59.77","3.00",
"109年10月21日",="00714","群益道瓊美國地產","18.09","17.98","0.102000","息","9,999.95","0.01","17.98","17.98","除權息資料","","","",
"109年10月21日",="00717","富邦美國特別股","16.76","16.59","0.168000","息","9,999.95","0.01","16.59","16.59","除權息資料","","","",
"109年10月21日",="00730","富邦臺灣優質高息","17.40","16.55","0.843000","息","18.20","14.90","16.55","16.55","除權息資料","110年05月18日","20.54","N/A",
"109年10月21日",="00733","富邦臺灣中小","24.28","23.92","0.358000","息","26.31","21.53","23.92","23.92","除權息資料","110年05月18日","37.77","N/A",
"109年10月21日","5522","遠雄","46.35","45.35","1.000000","息","49.85","40.85","45.35","45.35","除權息資料","110年第1季","51.09","0.97",
"109年10月23日",="006204","永豐臺灣加權","64.60","63.84","0.760000","息","70.20","57.50","63.85","63.84","除權息資料","110年05月18日","81.98","N/A",
"109年10月23日",="00774B","新光中國政金綠債","39.10","38.30","0.800000","息","9,999.95","0.01","38.30","38.30","除權息資料","","","",
"109年10月23日",="00774C","新光中政金綠債+R","8.99","8.80","0.187000","息","9,999.95","0.01","8.80","8.80","除權息資料","","","",
"109年10月23日",="00851","台新全球AI","27.88","27.60","0.280000","息","9,999.95","0.01","27.60","27.60","除權息資料","","","",
"109年10月23日","6625","必應","38.45","37.39","1.050510","權","42.25","33.70","38.45","38.45","除權息資料","110年第1季","14.27","-0.16",
"109年10月26日","8011","台通","16.50","16.16","0.334351","權","18.15","14.55","16.50","16.50","除權息資料","110年第1季","20.83","-0.31",
"109年10月28日",="0056","元大高股息","29.69","28.09","1.600000","息","30.89","25.29","28.09","28.09","除權息資料","110年05月18日","33.91","N/A",
"109年10月28日",="00660","元大歐洲50","22.28","21.92","0.360000","息","9,999.95","0.01","21.92","21.92","除權息資料","","","",
"109年10月28日",="00739","元大MSCI A股","25.51","25.01","0.500000","息","9,999.95","0.01","25.01","25.01","除權息資料","","","",
"109年10月28日","4919","新唐","43.85","42.61","1.236586","權","48.20","38.35","43.85","43.85","除權息資料","110年第1季","30.81","0.70",
"109年10月29日","3563","牧德","290.00","287.00","3.000000","息","315.50","258.50","287.00","287.00","除權息資料","110年第1季","52.11","4.81",
"109年10月29日","4755","三福化","69.40","67.34","2.055489","權","76.30","60.70","69.40","69.40","除權息資料","110年第1季","36.70","1.00",
"109年10月29日","6177","達麗","29.80","29.48","0.315537","權","32.75","26.55","29.80","29.80","除權息資料","110年第1季","14.47","-0.10",
"109年10月29日","8478","東哥遊艇","58.90","58.39","0.505956","息","64.20","52.60","58.40","58.39","除權息資料","110年第1季","27.85","0.10",
"109年10月30日","2601","益航","9.88","8.69","1.182753","權息","9.55","7.83","8.69","8.69","除權息資料","110年第1季","12.28","0.01",
"109年10月30日","2823","中壽","20.15","19.00","1.140566","權","20.90","17.10","19.00","19.00","除權息資料","110年第1季","33.65","2.08",
"109年11月03日","2812","台中銀","10.90","10.85","0.042152","權","11.95","9.77","10.90","10.90","除權息資料","110年第1季","14.15","0.27",
"109年11月05日","1909","榮成","16.35","16.27","0.072788","權","17.95","14.65","16.35","16.35","除權息資料","110年第1季","20.52","0.40",
"109年11月05日","2049","上銀","265.00","262.46","2.538790","權","291.50","236.50","265.00","265.00","除權息資料","110年第1季","84.49","1.61",
"109年11月06日","2630","亞航","16.55","15.15","1.394323","權","16.65","13.65","15.15","15.15","除權息資料","110年第1季","12.51","0.18",
"109年11月11日","6443","元晶","36.50","34.89","1.602852","權","40.15","31.45","36.50","36.50","除權息資料","110年第1季","10.67","0.00",
"109年11月12日","2867","三商壽","8.82","8.75","0.065988","權","9.70","7.88","8.82","8.82","除權息資料","110年第1季","17.16","0.65",
"109年11月16日","1432","大魯閣","21.55","17.55","4.000000","息","19.30","15.80","17.55","17.55","除權息資料","110年第1季","10.57","-0.08",
"109年11月17日",="006208","富邦台50","64.50","63.36","1.139000","息","69.65","57.05","63.35","63.36","除權息資料","110年05月18日","75.85","N/A",
"109年11月17日",="00692","富邦公司治理","28.75","28.14","0.608000","息","30.95","25.33","28.14","28.14","除權息資料","110年05月18日","33.77","N/A",
"109年11月17日",="00878","國泰永續高股息","15.10","15.05","0.050000","息","16.55","13.55","15.05","15.05","除權息資料","110年05月18日","17.88","N/A",
"109年11月17日","8411","福貞-KY","13.80","13.63","0.170000","息","14.95","12.30","13.65","13.63","除權息資料","110年第1季","30.30","-0.07",
"109年11月18日",="00731","FH富時高息低波","48.91","46.82","2.090000","息","51.50","42.14","46.82","46.82","除權息資料","110年05月18日","56.25","N/A",
"109年11月19日",="00775B","新光投等債15+","45.38","45.05","0.330000","息","9,999.95","0.01","45.05","45.05","除權息資料","","","",
"109年11月19日",="01007T","兆豐國泰R2","19.19","18.96","0.229207","息","20.85","17.07","18.96","18.96","除權息資料","110年05月18日","20.13","N/A",
"109年11月19日","2530","華建","15.05","13.85","1.195386","權","16.55","12.50","15.05","15.05","除權息資料","110年第1季","11.77","-0.04",
"109年11月19日","6277","宏正","84.90","82.40","2.500000","息","90.60","74.20","82.40","82.40","除權息資料","110年第1季","38.18","1.43",
"109年11月19日","9946","三發地產","19.05","16.70","2.347498","權息","18.35","15.05","16.70","16.70","除權息資料","110年第1季","20.67","0.03",
"109年11月20日",="0051","元大中型100","41.42","40.32","1.100000","息","44.35","36.29","40.32","40.32","除權息資料","110年05月18日","49.59","N/A",
"109年11月20日",="0053","元大電子","54.05","52.75","1.300000","息","58.00","47.48","52.75","52.75","除權息資料","110年05月18日","62.94","N/A",
"109年11月20日",="0054","元大台商50","26.80","26.05","0.750000","息","28.65","23.45","26.05","26.05","除權息資料","110年05月18日","29.77","N/A",
"109年11月20日",="0055","元大MSCI金融","18.57","17.92","0.650000","息","19.71","16.13","17.92","17.92","除權息資料","110年05月18日","20.68","N/A",
"109年11月20日",="00713","元大台灣高息低波","35.38","33.68","1.700000","息","37.04","30.32","33.68","33.68","除權息資料","110年05月18日","40.88","N/A",
"109年11月20日",="00771","元大US高息特別股","19.31","19.13","0.180000","息","9,999.95","0.01","19.13","19.13","除權息資料","","","",
"109年11月20日",="00850","元大臺灣ESG永續","28.23","27.33","0.900000","息","30.06","24.60","27.33","27.33","除權息資料","110年05月18日","32.83","N/A",
"109年11月24日","2236","百達-KY","18.15","17.46","0.681075","權息","19.20","15.75","17.45","17.46","除權息資料","110年第1季","25.29","0.12",
"109年11月24日","3321","同泰","15.60","14.81","0.787731","權","17.15","13.35","15.60","15.60","除權息資料","110年第1季","5.81","-0.19",
"109年11月25日","6541","泰福-KY","43.00","41.94","1.056052","權","47.30","37.75","43.00","43.00","除權息資料","110年第1季","7.21","-1.33",
"109年11月27日",="00690","兆豐藍籌30","27.80","26.96","0.840000","息","29.65","24.27","26.96","26.96","除權息資料","110年05月18日","31.63","N/A",
"109年11月27日","1315","達新","77.10","73.10","4.000000","息","80.40","65.80","73.10","73.10","除權息資料","110年第1季","89.83","0.24",
"109年11月27日","2636","台驊投控","37.00","36.43","0.563424","權","40.70","32.80","37.00","37.00","除權息資料","110年第1季","31.08","3.16",
"109年11月30日","8442","威宏-KY","45.60","45.30","0.300000","息","49.80","40.80","45.30","45.30","除權息資料","110年第1季","26.82","-0.75",
"109年12月01日","2929","淘帝-KY","31.50","27.14","4.350325","權息","29.85","24.45","27.15","27.14","除權息資料","110年第1季","31.20","-0.58",
"109年12月03日","2472","立隆電","59.20","58.47","0.721455","權","65.10","52.70","59.20","59.20","除權息資料","110年第1季","35.90","1.27",
"109年12月09日","5546","永固-KY","80.40","79.80","0.593815","權","88.40","71.90","80.40","80.40","除權息資料","110年第1季","41.12","0.54",
"109年12月10日","2034","允強","25.90","25.49","0.404914","權","28.45","22.95","25.90","25.90","除權息資料","110年第1季","19.87","0.45",
"109年12月10日","6431","光麗-KY","30.85","30.75","0.099916","權","33.90","27.70","30.85","30.85","除權息資料","110年第1季","8.62","-0.05",
"109年12月14日","1536","和大","114.50","112.30","2.191276","權","125.50","101.50","114.50","114.50","除權息資料","110年第1季","31.05","0.20",
"109年12月15日","1235","興泰","26.55","24.64","1.905451","權息","27.10","22.20","24.65","24.64","除權息資料","110年第1季","39.93","-0.13",
"109年12月17日",="00710B","FH彭博高收益債","18.59","18.35","0.240000","息","9,999.95","0.01","18.35","18.35","除權息資料","","","",
"109年12月17日",="00711B","FH彭博新興債","21.99","21.81","0.180000","息","9,999.95","0.01","21.81","21.81","除權息資料","","","",
"109年12月17日",="00712","FH富時不動產","12.68","12.50","0.173000","息","9,999.95","0.01","12.50","12.50","除權息資料","","","",
"109年12月17日","2330","台積電","512.00","509.50","2.500000","息","560.00","459.00","510.00","509.50","除權息資料","110年第1季","74.77","5.39",
"109年12月17日","8070","長華*","30.90","30.64","0.260000","息","33.70","27.60","30.65","30.64","除權息資料","110年第1季","11.25","0.36",
"109年12月18日","4912","聯德控股-KY","109.50","108.57","0.929154","息","119.00","97.80","108.50","108.57","除權息資料","110年第1季","56.17","3.01",
"109年12月21日","3557","嘉威","108.00","105.65","2.350000","息","116.00","95.10","105.50","105.65","除權息資料","110年第1季","21.60","3.23",
"109年12月30日",="00742","新光內需收益","21.78","20.78","1.000000","息","22.85","18.71","20.78","20.78","除權息資料","110年05月18日","21.91","N/A",
"109年12月30日","4739","康普","69.80","67.77","2.020599","權","76.70","61.00","69.80","69.80","除權息資料","110年第1季","39.44","1.00",
"公式:"
"除權息參考價 = (除權息前收盤價-息值+現金增資認購價*現金增資配股率)/(1+無償配股率+現金增資配股率)",
"減除股利參考價 = (除權息前收盤價-息值)/(1+無償配股率)",

"備註:"
"股利資料自民國92年5月5日起開始提供",
"如果無該項配股率則用'0'帶入",
"開盤競價基準：當不含現金增資除權時，取最接近除權息參考價之檔位價，遇含現金增資除權時，則取最接近減除股利參考價之檔位價。",
"權值+息值=除權息前收盤價-除權息參考價",
"自民國100年3月28日起，除權息前一交易日如無收盤價格，以本公司營業細則第58-3條第2項第2款之原則所決定價格替代。",
"本表不含除息併案辦理退還股款減資或分割減資之資料。",
"本表所列股票、臺灣存託憑證、ETF、受益證券等財報資料，係發行公司最近一次申報資料，僅供參考，實際資料仍以公開資訊觀測發行公司公告資料為準，網址為：https://mops.twse.com.tw 。ETF、受益證券無每股 (單位)盈餘，以「N/A」表示；特別股同普通股最新申報資料。",

